user_id,device_id,amount,failed_logins,location_change,is_fraud
user_19,device_11,85.47,0,0,0
user_80,device_10,30.44,0,0,0
user_40,device_15,265.69,0,0,0
user_92,device_17,42.03,0,0,0
user_97,device_146,82.49,0,0,0
user_59,device_59,113.5,0,0,0
user_59,device_78,238.89,0,1,0
user_48,device_124,286.32,0,0,0
user_41,device_114,156.63,1,1,0
user_13,device_22,961.56,2,0,1
user_45,device_32,4229.92,4,0,1
user_89,device_113,4364.68,3,1,1
user_53,device_120,109.99,0,0,0
user_42,device_149,13.84,0,0,0
user_63,device_122,2349.92,5,1,1
user_27,device_32,76.58,0,0,0
user_38,device_119,508.96,3,1,1
user_60,device_39,4052.44,3,0,1
user_7,device_12,34.23,0,0,0
user_5,device_18,268.35,0,0,0
user_45,device_149,40.55,0,0,0
user_58,device_141,186.25,0,0,0
user_31,device_149,123.4,0,0,0
user_23,device_126,288.36,0,0,0
user_42,device_136,130.57,0,0,0
user_10,device_46,3633.93,4,1,1
user_32,device_104,69.06,0,0,0
user_53,device_135,176.87,0,1,0
user_30,device_86,212.02,0,1,0
user_39,device_89,137.34,1,0,0
user_31,device_22,1014.29,3,1,1
user_82,device_92,69.25,0,0,0
user_2,device_29,15.26,0,0,0
user_78,device_13,147.53,0,0,0
user_77,device_2,209.7,0,0,0
user_93,device_29,219.8,0,0,0
user_12,device_27,248.2,0,0,0
user_39,device_50,106.75,0,0,0
user_66,device_95,63.2,0,1,0
user_96,device_88,145.23,0,0,0
user_13,device_44,243.03,1,0,0
user_46,device_22,29.42,0,0,0
user_27,device_97,2937.92,5,1,1
user_17,device_3,168.22,1,0,0
user_95,device_118,158.88,1,0,0
user_98,device_19,283.34,0,0,0
user_60,device_23,30.3,0,0,0
user_64,device_30,214.92,0,0,0
user_88,device_39,23.14,0,1,0
user_35,device_108,119.98,0,0,0
user_70,device_111,118.24,0,0,0
user_83,device_25,40.07,0,0,0
user_30,device_128,133.56,0,0,0
user_71,device_111,111.56,0,0,0
user_74,device_136,14.24,0,0,0
user_96,device_106,122.12,0,0,0
user_98,device_144,123.32,0,0,0
user_63,device_72,185.57,0,0,0
user_28,device_129,257.25,0,0,0
user_60,device_108,99.0,0,0,0
user_79,device_5,122.0,0,0,0
user_94,device_3,183.93,0,1,0
user_37,device_132,220.06,0,0,0
user_93,device_104,179.55,0,0,0
user_22,device_64,140.73,1,0,0
user_68,device_106,169.31,0,0,0
user_20,device_98,226.99,0,0,0
user_96,device_10,249.52,0,0,0
user_68,device_149,199.87,0,0,0
user_91,device_128,235.27,0,0,0
user_64,device_46,295.16,0,0,0
user_17,device_66,226.87,0,0,0
user_12,device_112,144.56,0,0,0
user_22,device_13,267.65,0,0,0
user_17,device_137,4361.54,5,1,1
user_10,device_86,270.4,0,0,0
user_65,device_90,271.28,1,0,0
user_22,device_58,255.01,0,0,0
user_90,device_54,29.5,0,1,0
user_82,device_12,104.73,0,0,0
user_50,device_14,258.83,1,0,0
user_14,device_121,21.7,0,0,0
user_64,device_121,600.92,4,1,1
user_47,device_20,127.74,0,0,0
user_29,device_75,100.54,0,0,0
user_76,device_144,275.81,0,0,0
user_36,device_70,48.47,0,0,0
user_99,device_56,282.14,0,0,0
user_52,device_101,123.27,0,0,0
user_76,device_132,222.57,0,0,0
user_7,device_111,177.86,0,1,0
user_29,device_125,119.95,0,0,0
user_11,device_132,193.59,0,0,0
user_33,device_20,2723.66,3,1,1
user_6,device_138,217.38,0,0,0
user_79,device_24,141.88,0,0,0
user_32,device_37,118.21,1,0,0
user_51,device_54,155.1,0,0,0
user_75,device_103,198.11,0,0,0
user_58,device_149,194.42,0,0,0
user_87,device_38,214.49,0,0,0
user_26,device_4,252.84,0,0,0
user_98,device_57,235.94,0,0,0
user_46,device_20,253.06,0,1,0
user_98,device_17,165.42,0,0,0
user_29,device_119,54.57,0,0,0
user_4,device_71,277.18,0,0,0
user_81,device_4,112.93,0,0,0
user_99,device_14,132.77,0,0,0
user_13,device_3,265.48,0,0,0
user_39,device_80,71.26,0,1,0
user_15,device_55,67.03,0,0,0
user_29,device_132,242.77,1,0,0
user_29,device_120,270.24,0,1,0
user_75,device_24,144.85,0,0,0
user_32,device_82,107.23,0,1,0
user_2,device_147,246.92,0,1,0
user_47,device_60,34.68,0,0,0
user_78,device_147,71.13,0,0,0
user_84,device_49,87.88,0,0,0
user_22,device_63,52.71,1,0,0
user_75,device_110,290.65,0,0,0
user_27,device_109,241.51,0,0,0
user_67,device_76,77.43,0,0,0
user_81,device_30,113.04,0,0,0
user_56,device_58,71.05,0,0,0
user_92,device_117,109.37,0,0,0
user_93,device_100,872.32,3,1,1
user_21,device_19,214.94,0,0,0
user_47,device_94,148.76,0,0,0
user_80,device_113,100.39,0,0,0
user_59,device_146,263.87,0,1,0
user_84,device_63,124.76,0,0,0
user_6,device_116,2137.14,3,1,1
user_19,device_113,176.54,0,0,0
user_57,device_47,4379.91,4,0,1
user_69,device_57,1068.6,2,1,1
user_3,device_118,267.96,0,0,0
user_1,device_45,151.92,0,0,0
user_58,device_145,150.12,0,0,0
user_38,device_4,259.34,0,0,0
user_15,device_148,141.66,0,0,0
user_34,device_47,66.96,1,0,0
user_61,device_143,174.64,0,0,0
user_35,device_47,196.98,0,0,0
user_64,device_78,117.93,0,0,0
user_25,device_124,175.55,0,0,0
user_24,device_75,73.43,0,0,0
user_12,device_103,92.86,1,1,0
user_18,device_137,175.67,0,0,0
user_15,device_90,241.34,0,0,0
user_80,device_144,171.47,0,0,0
user_27,device_69,60.79,0,0,0
user_72,device_61,73.28,0,0,0
user_60,device_138,86.34,0,1,0
user_46,device_50,239.85,0,0,0
user_89,device_3,54.09,0,0,0
user_17,device_107,37.2,0,1,0
user_93,device_113,21.62,0,0,0
user_53,device_94,1571.66,4,1,1
user_8,device_118,11.87,0,0,0
user_79,device_81,188.42,0,0,0
user_27,device_109,214.18,1,0,0
user_46,device_51,215.36,0,0,0
user_50,device_147,3933.02,5,1,1
user_71,device_35,158.07,0,1,0
user_3,device_46,157.86,0,0,0
user_93,device_69,20.12,0,0,0
user_64,device_93,253.36,0,0,0
user_44,device_64,140.22,0,0,0
user_53,device_49,3760.69,3,1,1
user_24,device_149,64.85,1,0,0
user_60,device_74,187.12,0,0,0
user_3,device_5,174.85,0,0,0
user_20,device_100,171.37,0,0,0
user_46,device_70,278.93,0,0,0
user_15,device_90,227.33,0,0,0
user_25,device_4,1772.61,4,1,1
user_94,device_126,18.73,1,0,0
user_78,device_39,280.63,0,0,0
user_71,device_129,3553.25,3,1,1
user_17,device_24,3288.27,2,1,1
user_84,device_57,224.33,0,0,0
user_9,device_100,289.37,0,0,0
user_38,device_70,214.81,0,1,0
user_48,device_41,100.45,0,0,0
user_60,device_60,138.41,0,0,0
user_63,device_108,252.03,1,0,0
user_86,device_57,118.03,1,0,0
user_2,device_31,36.78,0,0,0
user_88,device_84,53.64,1,0,0
user_72,device_36,155.44,0,0,0
user_11,device_108,201.95,0,0,0
user_64,device_106,177.59,1,0,0
user_77,device_86,229.54,0,0,0
user_81,device_135,71.61,0,0,0
user_72,device_14,126.7,0,1,0
user_21,device_120,273.66,0,0,0
user_18,device_138,88.77,0,0,0
user_94,device_80,109.21,0,0,0
user_64,device_144,44.77,0,0,0
user_82,device_106,93.5,0,0,0
user_95,device_70,182.86,0,0,0
user_38,device_44,43.81,0,1,0
user_32,device_73,109.75,0,0,0
user_11,device_45,280.15,0,0,0
user_45,device_107,200.54,0,0,0
user_89,device_84,104.77,0,0,0
user_33,device_82,242.28,0,0,0
user_41,device_107,144.55,0,1,0
user_8,device_21,1466.13,2,1,1
user_11,device_7,237.22,0,0,0
user_86,device_70,260.41,0,1,0
user_51,device_127,238.95,0,0,0
user_88,device_143,1608.1,5,1,1
user_41,device_148,1668.52,4,1,1
user_17,device_143,79.62,0,0,0
user_76,device_149,17.9,0,0,0
user_46,device_120,296.94,0,0,0
user_32,device_128,209.74,0,0,0
user_79,device_142,32.17,0,0,0
user_80,device_57,55.91,0,0,0
user_54,device_58,1202.16,3,1,1
user_86,device_21,149.82,0,0,0
user_92,device_82,120.49,0,0,0
user_20,device_69,121.54,0,0,0
user_33,device_131,280.44,0,1,0
user_74,device_87,208.32,0,0,0
user_40,device_49,147.92,0,0,0
user_32,device_147,200.36,1,0,0
user_97,device_115,217.28,0,0,0
user_2,device_89,43.74,0,1,0
user_97,device_85,201.92,0,0,0
user_33,device_128,2977.99,5,1,1
user_77,device_140,23.57,0,0,0
user_30,device_117,270.79,1,0,0
user_33,device_127,227.51,0,0,0
user_77,device_71,90.65,0,0,0
user_26,device_86,3003.48,5,1,1
user_22,device_33,22.16,0,0,0
user_66,device_81,4456.99,4,0,1
user_38,device_61,102.13,1,0,0
user_90,device_61,100.78,0,0,0
user_46,device_98,144.74,0,0,0
user_15,device_28,1785.65,3,1,1
user_98,device_43,164.08,0,0,0
user_44,device_86,222.13,0,0,0
user_49,device_17,4248.18,3,1,1
user_75,device_98,78.77,0,0,0
user_61,device_98,155.14,0,0,0
user_67,device_65,168.77,0,1,0
user_6,device_74,72.41,0,0,0
user_9,device_85,250.26,0,0,0
user_6,device_5,104.06,0,0,0
user_73,device_2,4357.36,5,1,1
user_95,device_22,284.56,0,0,0
user_32,device_112,87.12,1,0,0
user_41,device_57,3215.88,4,1,1
user_76,device_66,134.99,0,0,0
user_8,device_74,29.05,0,0,0
user_72,device_98,154.1,1,0,0
user_50,device_144,47.85,0,0,0
user_92,device_112,241.19,0,0,0
user_62,device_125,108.76,0,0,0
user_84,device_86,56.29,0,0,0
user_62,device_76,78.15,0,1,0
user_7,device_88,98.33,0,0,0
user_75,device_38,1749.74,2,1,1
user_84,device_59,727.8,4,1,1
user_80,device_138,12.81,0,0,0
user_4,device_99,284.56,0,0,0
user_6,device_63,81.88,0,0,0
user_58,device_49,174.2,0,0,0
user_22,device_32,165.26,0,0,0
user_26,device_135,48.27,0,0,0
user_3,device_21,919.38,2,1,1
user_41,device_20,243.64,0,0,0
user_60,device_127,4177.87,2,0,1
user_14,device_68,66.04,0,0,0
user_75,device_110,93.32,0,0,0
user_82,device_116,202.21,0,0,0
user_12,device_143,3773.88,4,1,1
user_87,device_120,163.68,0,0,0
user_12,device_79,243.58,0,0,0
user_13,device_116,53.28,0,0,0
user_25,device_92,128.45,0,0,0
user_45,device_14,20.06,0,0,0
user_19,device_125,1370.46,3,1,1
user_55,device_58,110.0,0,0,0
user_45,device_28,45.41,0,0,0
user_8,device_26,263.78,0,0,0
user_93,device_113,2955.12,3,1,1
user_53,device_66,55.33,0,0,0
user_55,device_131,204.67,0,0,0
user_32,device_44,297.85,0,1,0
user_51,device_97,293.41,0,0,0
user_44,device_42,177.56,0,0,0
user_82,device_6,145.63,0,0,0
user_70,device_23,133.97,0,0,0
user_18,device_89,256.67,0,1,0
user_83,device_123,3600.89,2,0,1
user_22,device_147,947.96,4,0,1
user_37,device_51,247.33,0,1,0
user_96,device_11,297.67,0,0,0
user_56,device_12,3944.14,3,1,1
user_59,device_74,158.38,0,0,0
user_3,device_8,37.05,1,0,0
user_28,device_41,54.01,0,1,0
user_74,device_85,232.09,0,0,0
user_35,device_72,2201.45,5,1,1
user_61,device_55,75.62,0,0,0
user_93,device_137,191.35,0,0,0
user_54,device_47,27.38,0,0,0
user_63,device_143,256.34,0,0,0
user_79,device_104,108.98,0,1,0
user_97,device_42,106.27,0,0,0
user_7,device_60,33.66,0,0,0
user_76,device_12,193.1,0,0,0
user_49,device_130,60.65,0,0,0
user_94,device_7,289.94,0,1,0
user_85,device_80,177.3,0,0,0
user_31,device_131,30.12,0,0,0
user_58,device_109,108.88,1,0,0
user_61,device_3,51.55,0,0,0
user_24,device_27,162.39,0,1,0
user_20,device_114,239.74,0,0,0
user_37,device_107,284.32,0,0,0
user_4,device_40,88.87,0,0,0
user_92,device_129,193.78,0,0,0
user_20,device_8,221.35,0,0,0
user_60,device_101,171.41,0,0,0
user_24,device_124,37.38,0,1,0
user_50,device_107,198.44,0,0,0
user_49,device_101,221.39,0,0,0
user_51,device_4,10.01,0,0,0
user_96,device_110,83.8,0,0,0
user_36,device_19,256.83,1,0,0
user_98,device_32,2815.08,3,1,1
user_66,device_137,121.37,0,1,0
user_79,device_12,75.46,0,0,0
user_34,device_139,50.02,0,0,0
user_36,device_46,293.27,0,0,0
user_6,device_119,29.09,0,0,0
user_39,device_16,102.81,0,0,0
user_42,device_129,2700.66,5,1,1
user_58,device_63,101.42,0,0,0
user_12,device_109,1077.47,4,0,1
user_3,device_119,176.07,0,0,0
user_18,device_21,133.52,1,0,0
user_40,device_13,236.3,0,0,0
user_21,device_4,1883.88,4,1,1
user_15,device_102,256.49,0,0,0
user_97,device_59,289.41,0,0,0
user_99,device_128,179.81,0,0,0
user_26,device_27,26.54,0,0,0
user_8,device_69,167.86,0,0,0
user_94,device_25,247.82,0,0,0
user_87,device_131,209.9,0,0,0
user_42,device_97,187.95,0,0,0
user_44,device_25,179.11,0,0,0
user_14,device_148,195.88,0,0,0
user_78,device_126,213.5,0,0,0
user_2,device_133,274.29,0,0,0
user_37,device_9,26.5,0,0,0
user_69,device_116,106.09,0,0,0
user_38,device_134,229.31,0,0,0
user_41,device_60,281.07,0,0,0
user_62,device_121,179.52,1,0,0
user_60,device_139,27.99,0,0,0
user_14,device_108,56.96,0,1,0
user_89,device_108,141.0,0,0,0
user_84,device_131,43.39,0,0,0
user_2,device_76,122.31,0,0,0
user_70,device_30,197.99,0,0,0
user_17,device_21,282.75,0,1,0
user_89,device_34,53.92,0,0,0
user_28,device_41,178.7,0,0,0
user_66,device_51,46.78,0,0,0
user_35,device_82,222.97,0,0,0
user_5,device_58,170.19,0,1,0
user_65,device_75,177.32,0,0,0
user_40,device_23,166.68,0,0,0
user_76,device_128,273.33,0,0,0
user_56,device_17,51.61,0,0,0
user_36,device_69,3180.56,2,1,1
user_45,device_108,102.55,0,0,0
user_23,device_139,68.22,0,0,0
user_47,device_94,275.58,0,0,0
user_31,device_15,66.61,0,0,0
user_11,device_91,296.45,0,0,0
user_10,device_33,184.97,0,0,0
user_67,device_125,132.57,1,0,0
user_14,device_16,269.57,0,0,0
user_80,device_66,189.2,0,1,0
user_74,device_47,13.74,0,0,0
user_93,device_148,111.95,0,0,0
user_10,device_124,43.77,0,0,0
user_76,device_1,143.21,0,1,0
user_94,device_87,252.26,0,0,0
user_1,device_128,67.83,0,0,0
user_5,device_67,29.75,0,1,0
user_20,device_4,145.17,0,0,0
user_8,device_47,81.75,0,0,0
user_43,device_38,130.39,0,0,0
user_76,device_143,16.1,0,0,0
user_1,device_21,238.45,0,0,0
user_57,device_57,167.47,0,0,0
user_64,device_117,13.58,0,0,0
user_84,device_46,80.81,0,0,0
user_28,device_142,257.89,1,1,0
user_37,device_145,88.48,0,0,0
user_47,device_39,12.13,0,0,0
user_76,device_137,160.93,1,0,0
user_37,device_99,84.85,0,1,0
user_49,device_77,235.57,0,1,0
user_44,device_115,162.22,0,0,0
user_56,device_134,180.87,0,0,0
user_28,device_91,281.71,1,0,0
user_79,device_98,229.46,0,0,0
user_6,device_120,27.14,0,0,0
user_61,device_46,23.62,1,0,0
user_20,device_38,92.91,0,0,0
user_78,device_142,26.07,0,0,0
user_2,device_100,129.97,0,0,0
user_73,device_72,16.44,1,0,0
user_37,device_35,290.66,0,1,0
user_20,device_147,43.28,0,0,0
user_26,device_30,24.78,0,0,0
user_29,device_78,180.43,0,0,0
user_1,device_84,236.67,0,0,0
user_35,device_113,3413.56,4,1,1
user_70,device_25,79.79,0,0,0
user_59,device_88,75.15,0,0,0
user_69,device_14,293.68,0,0,0
user_33,device_102,106.92,0,0,0
user_51,device_83,177.72,0,0,0
user_78,device_110,261.26,0,0,0
user_12,device_131,50.6,0,0,0
user_20,device_19,126.79,0,1,0
user_53,device_28,49.21,0,0,0
user_88,device_71,48.57,0,1,0
user_43,device_63,265.08,1,1,0
user_98,device_73,70.41,0,0,0
user_89,device_124,150.3,0,0,0
user_50,device_119,3172.01,4,1,1
user_29,device_121,200.21,0,0,0
user_57,device_19,75.13,0,0,0
user_39,device_142,1645.43,4,1,1
user_95,device_120,173.53,0,0,0
user_56,device_61,174.54,0,0,0
user_43,device_30,186.93,0,0,0
user_50,device_9,85.79,0,0,0
user_23,device_64,158.98,0,0,0
user_44,device_120,2733.08,2,1,1
user_38,device_52,36.48,0,0,0
user_84,device_89,47.29,0,0,0
user_23,device_142,18.97,0,0,0
user_45,device_53,46.36,0,0,0
user_52,device_78,89.91,0,0,0
user_80,device_41,180.55,0,0,0
user_50,device_68,244.43,0,0,0
user_8,device_8,84.17,0,0,0
user_85,device_2,62.54,0,0,0
user_1,device_105,136.44,0,0,0
user_8,device_125,29.54,0,0,0
user_29,device_110,219.69,0,0,0
user_96,device_86,177.9,0,0,0
user_5,device_120,185.4,0,1,0
user_86,device_127,99.55,0,0,0
user_47,device_16,106.51,0,0,0
user_34,device_62,202.14,0,1,0
user_65,device_113,246.66,0,0,0
user_55,device_12,70.44,0,0,0
user_90,device_35,102.73,0,0,0
user_43,device_11,504.18,2,0,1
user_74,device_64,259.14,0,0,0
user_30,device_50,79.33,0,0,0
user_82,device_149,100.65,0,0,0
user_17,device_69,293.2,0,1,0
user_26,device_48,97.98,0,0,0
user_8,device_20,210.58,1,0,0
user_47,device_101,47.91,0,0,0
user_76,device_137,176.77,0,0,0
user_91,device_68,100.54,0,0,0
user_72,device_35,3853.47,4,1,1
user_89,device_65,11.98,0,1,0
user_46,device_8,4154.35,2,1,1
user_68,device_45,227.87,0,0,0
user_33,device_87,63.02,1,0,0
user_1,device_76,2026.58,2,1,1
user_19,device_76,87.55,0,0,0
user_31,device_47,183.99,0,0,0
user_80,device_15,278.6,0,0,0
user_14,device_105,89.37,1,0,0
user_53,device_147,257.47,0,0,0
user_48,device_26,204.11,0,0,0
user_69,device_52,98.75,0,0,0
user_90,device_93,11.49,0,0,0
user_62,device_21,207.97,0,1,0
user_92,device_51,262.66,0,0,0
user_66,device_38,242.94,1,0,0
user_64,device_20,33.77,0,0,0
user_70,device_132,195.12,0,1,0
user_63,device_55,288.25,0,0,0
user_73,device_92,66.42,0,0,0
user_33,device_28,194.45,0,0,0
user_41,device_4,99.28,0,0,0
user_89,device_76,294.56,1,1,0
user_48,device_67,126.64,0,0,0
user_13,device_86,277.44,0,0,0
user_73,device_91,50.38,0,0,0
user_77,device_105,104.57,0,0,0
user_31,device_1,260.12,0,0,0
user_75,device_72,192.59,0,0,0
user_68,device_87,293.5,0,1,0
user_98,device_6,274.34,0,0,0
user_4,device_145,84.14,0,0,0
user_19,device_61,1253.57,4,1,1
user_70,device_12,156.6,0,0,0
user_98,device_6,294.99,0,0,0
user_82,device_27,3484.16,5,1,1
user_13,device_136,145.71,0,0,0
user_23,device_124,269.57,0,0,0
user_83,device_106,49.83,0,0,0
user_75,device_93,279.94,0,0,0
user_1,device_109,100.36,0,0,0
user_88,device_99,10.48,0,0,0
user_54,device_142,148.82,0,0,0
user_71,device_35,170.61,0,0,0
user_89,device_84,248.45,0,0,0
user_85,device_56,264.1,0,0,0
user_15,device_141,214.61,0,0,0
user_65,device_49,31.17,0,0,0
user_76,device_46,78.0,0,1,0
user_71,device_113,41.33,0,0,0
user_15,device_136,89.61,0,0,0
user_21,device_43,141.14,0,0,0
user_19,device_148,246.37,0,0,0
user_60,device_124,204.76,0,0,0
user_93,device_97,20.93,0,0,0
